TransactionID,TransactionAmount,TransactionHour,DayOfWeek,UserAge,UserLocation,DeviceType,PaymentMethod,AccountAge,TransactionFrequency,IsInternational,PreviousFraudHistory,IsFraud
TXN017984,738.21,7,1,27,US,Mobile,Debit Card,337,3,0,0,0
TXN017985,18.04,8,5,22,VN,Mobile,Debit Card,3435,2,0,0,0
TXN017986,192.55,17,1,38,DE,Desktop,Debit Card,1750,4,0,0,0
TXN017987,101.5,21,0,19,UK,Tablet,Credit Card,2304,2,0,0,0
TXN017988,146.0,9,0,56,UK,Mobile,Bank Transfer,84,1,0,0,0
TXN017989,81.19,19,0,39,UK,Mobile,Credit Card,2740,4,0,0,0
TXN017990,141.5,17,3,31,US,Tablet,Credit Card,2921,3,0,0,0
TXN017991,70.46,16,3,36,DE,Mobile,Bank Transfer,64,1,0,0,0
TXN017992,188.34,17,3,56,NG,Mobile,Debit Card,2724,1,0,0,0
TXN017993,101.87,14,2,20,CN,Desktop,Debit Card,1934,3,0,0,0
TXN017994,218.03,8,1,57,CN,Mobile,Bank Transfer,3294,3,0,0,0
TXN017995,152.8,8,4,66,NG,Tablet,Debit Card,3332,2,0,0,0
TXN017996,249.79,7,2,48,DE,Mobile,Debit Card,1776,3,0,0,0
TXN017997,454.51,20,3,47,UK,Mobile,Debit Card,2521,1,0,0,0
TXN017998,47.75,11,1,59,US,Desktop,Debit Card,2174,2,0,0,0
TXN017999,9.26,21,6,56,BR,Desktop,PayPal,846,1,0,0,0
TXN018000,23.98,9,4,70,FR,Tablet,Debit Card,446,3,0,0,0
TXN018001,41.27,15,6,23,FR,Desktop,Debit Card,111,2,0,0,0
TXN018002,68.0,16,3,69,UK,Desktop,Credit Card,374,2,0,0,0
TXN018003,49.46,11,4,38,NG,Mobile,Credit Card,910,1,1,0,0
TXN018004,111.1,10,0,73,US,Tablet,Debit Card,115,3,0,0,0
TXN018005,66.78,9,5,60,DE,Mobile,Crypto,1017,2,0,0,0
TXN018006,278.21,17,4,71,DE,Desktop,Bank Transfer,1982,3,0,0,0
TXN018007,31.82,12,0,29,IN,Tablet,PayPal,2156,3,1,0,0
TXN018008,92.4,7,3,70,NG,Mobile,Debit Card,1695,1,0,0,0
TXN018009,175.28,18,1,39,US,Desktop,Debit Card,1006,7,0,0,0
TXN018010,68.1,9,5,74,RU,Mobile,Debit Card,2595,5,1,0,0
TXN018011,280.99,20,0,27,BR,Mobile,Credit Card,1939,2,0,0,0
TXN018012,160.05,15,4,27,DE,Mobile,Debit Card,1406,2,0,0,0
TXN018013,59.5,7,1,40,UK,Mobile,Debit Card,133,3,0,0,0
TXN018014,401.97,14,4,42,IN,Desktop,Credit Card,3562,4,0,0,0
TXN018015,35.99,7,0,63,RU,Desktop,Crypto,3316,2,0,0,0
TXN018016,81.11,8,4,27,FR,Mobile,Debit Card,2228,1,1,0,0
TXN018017,314.74,20,1,28,CN,Mobile,Credit Card,1664,4,0,0,0
TXN018018,121.83,9,3,74,NG,Mobile,Credit Card,2415,2,0,0,0
TXN018019,128.79,18,2,56,DE,Desktop,Credit Card,799,2,0,0,0
TXN018020,77.32,21,5,25,US,Desktop,Bank Transfer,3085,1,0,0,0
TXN018021,35.09,8,0,19,RU,Desktop,Credit Card,1200,1,0,0,0
TXN018022,222.27,15,4,23,RU,Mobile,PayPal,2911,4,0,0,0
TXN018023,78.15,13,1,26,FR,Mobile,Debit Card,2450,2,0,0,0
TXN018024,104.29,8,3,74,CN,Desktop,Debit Card,1934,3,0,0,0
TXN018025,211.06,21,2,70,NG,Mobile,Credit Card,1166,2,0,0,0
TXN018026,210.55,11,4,54,US,Mobile,Bank Transfer,94,6,1,0,0
TXN018027,17.78,10,1,34,RU,Desktop,Debit Card,495,3,0,0,0
TXN018028,441.11,11,0,30,DE,Mobile,Bank Transfer,309,1,0,0,0
TXN018029,223.54,19,4,65,BR,Mobile,Debit Card,3315,3,0,0,0
TXN018030,73.31,17,6,23,RU,Mobile,Crypto,1317,3,0,0,0
TXN018031,85.2,13,5,47,NG,Tablet,Bank Transfer,2215,4,0,1,0
TXN018032,404.06,10,0,36,US,Desktop,PayPal,3012,3,1,1,0
TXN018033,359.06,21,0,63,BR,Desktop,Credit Card,398,5,1,0,0
TXN018034,204.99,9,1,35,IN,Mobile,Bank Transfer,1469,3,1,0,0
TXN018035,202.26,10,3,39,BR,Desktop,PayPal,378,1,0,0,0
TXN018036,321.98,11,0,61,IN,Mobile,Debit Card,2484,4,0,0,0
TXN018037,456.13,15,0,58,IN,Mobile,Bank Transfer,2079,2,0,0,0
TXN018038,279.64,11,6,38,FR,Mobile,PayPal,1209,2,0,0,0
TXN018039,187.9,21,4,72,DE,Desktop,Debit Card,717,1,0,0,0
TXN018040,264.22,9,6,36,VN,Desktop,Debit Card,2609,2,1,0,0
TXN018041,87.86,19,2,27,RU,Mobile,PayPal,2670,3,0,0,0
TXN018042,99.94,8,6,55,CN,Mobile,Debit Card,1230,8,1,0,0
TXN018043,793.26,23,1,44,BR,Mobile,Crypto,136,17,1,0,1
TXN018044,131.23,21,1,54,NG,Tablet,Crypto,2515,4,0,0,0
TXN018045,836.48,3,4,19,IN,Tablet,Crypto,74,13,1,0,1
TXN018046,132.45,15,4,60,VN,Desktop,Bank Transfer,982,6,0,0,0
TXN018047,71.86,9,4,29,IN,Mobile,Bank Transfer,2493,1,1,0,0
TXN018048,130.4,11,6,35,US,Mobile,PayPal,1301,3,0,0,0
TXN018049,465.77,7,2,19,BR,Mobile,Debit Card,328,6,0,0,0
TXN018050,30.1,11,5,42,IN,Mobile,Debit Card,1990,3,0,0,0
TXN018051,805.61,11,0,46,CN,Desktop,Bank Transfer,3468,4,0,0,0
TXN018052,306.22,15,4,52,FR,Mobile,PayPal,2930,3,0,0,0
TXN018053,102.35,11,6,57,RU,Mobile,Debit Card,3513,1,0,0,0
TXN018054,236.41,13,2,63,UK,Desktop,PayPal,2334,4,0,0,0
TXN018055,32.81,16,1,30,US,Desktop,Debit Card,1475,2,0,0,0
TXN018056,209.77,10,0,63,BR,Mobile,Debit Card,2988,1,0,0,0
TXN018057,1209.8,1,0,35,IN,Desktop,Debit Card,35,14,0,0,1
TXN018058,69.37,19,3,41,VN,Mobile,Debit Card,1929,1,0,0,0
TXN018059,66.55,21,5,29,US,Desktop,Credit Card,3232,3,0,0,0
TXN018060,129.33,8,5,52,UK,Mobile,Debit Card,1519,1,0,0,0
TXN018061,80.23,8,6,31,NG,Mobile,Debit Card,2675,1,0,0,0
TXN018062,199.19,20,5,33,NG,Desktop,Credit Card,179,2,0,0,0
TXN018063,127.24,20,2,34,FR,Desktop,Crypto,3215,6,0,0,0
TXN018064,870.56,15,4,30,UK,Desktop,PayPal,999,5,0,0,0
TXN018065,131.78,21,3,49,BR,Mobile,Debit Card,1797,2,0,0,0
TXN018066,390.56,12,2,38,NG,Mobile,PayPal,2667,2,0,0,0
TXN018067,111.56,15,2,36,FR,Desktop,Debit Card,904,5,0,1,0
TXN018068,104.75,10,1,30,NG,Tablet,Debit Card,3567,2,0,0,0
TXN018069,389.4,10,0,49,DE,Mobile,Bank Transfer,3371,1,0,0,0
TXN018070,208.14,17,5,38,NG,Desktop,Bank Transfer,2571,3,0,0,0
TXN018071,31.8,14,3,74,VN,Desktop,Credit Card,3059,1,0,0,0
TXN018072,103.07,16,5,45,IN,Tablet,Credit Card,2937,3,0,0,0
TXN018073,145.44,21,6,21,UK,Mobile,Crypto,1257,1,0,0,0
TXN018074,79.42,16,3,27,US,Desktop,Bank Transfer,2064,3,0,0,0
TXN018075,244.23,21,1,51,UK,Desktop,PayPal,2446,3,0,0,0
TXN018076,219.74,15,6,55,BR,Desktop,Credit Card,2014,1,0,0,0
TXN018077,74.6,11,1,45,DE,Tablet,Bank Transfer,3626,6,0,0,0
TXN018078,200.3,15,5,41,RU,Mobile,PayPal,1354,2,0,0,0
TXN018079,108.17,19,4,48,NG,Mobile,Debit Card,53,1,0,0,0
TXN018080,91.79,14,4,60,NG,Desktop,Bank Transfer,3236,4,0,0,0
TXN018081,175.8,13,5,68,DE,Mobile,Bank Transfer,1806,5,0,0,0
TXN018082,138.28,12,0,43,CN,Desktop,Credit Card,332,2,0,0,0
TXN018083,128.33,13,0,58,DE,Mobile,Credit Card,2008,2,0,0,0
TXN018084,223.91,18,0,48,UK,Mobile,Credit Card,536,1,0,0,0
TXN018085,114.71,12,5,52,RU,Desktop,Credit Card,437,2,0,0,0
TXN018086,63.94,17,1,64,UK,Desktop,Debit Card,1539,1,0,0,0
TXN018087,241.28,14,1,43,UK,Tablet,PayPal,918,2,1,0,0
TXN018088,198.6,20,2,67,BR,Mobile,Bank Transfer,1513,9,0,0,0
TXN018089,44.73,7,6,21,BR,Mobile,PayPal,1237,3,1,0,0
TXN018090,82.57,7,5,19,RU,Mobile,Credit Card,1727,4,0,0,0
TXN018091,116.17,8,6,28,FR,Mobile,Debit Card,1805,2,0,0,0
TXN018092,117.71,10,1,65,IN,Mobile,Credit Card,1354,5,0,0,0
TXN018093,74.52,19,5,68,DE,Desktop,Bank Transfer,2083,3,0,0,0
TXN018094,197.99,12,6,22,CN,Mobile,Credit Card,631,2,0,0,0
TXN018095,259.18,18,3,52,IN,Desktop,Credit Card,161,1,0,0,0
TXN018096,63.35,16,6,66,RU,Mobile,Credit Card,1642,1,0,0,0
TXN018097,90.8,11,2,29,IN,Desktop,Debit Card,1459,2,0,0,0
TXN018098,273.72,14,2,39,BR,Mobile,Debit Card,167,3,0,0,0
TXN018099,355.14,13,5,26,DE,Desktop,Debit Card,353,1,0,0,0
TXN018100,230.52,15,0,32,FR,Desktop,Debit Card,3191,2,0,0,0
TXN018101,62.82,7,3,23,DE,Mobile,Credit Card,1743,3,0,0,0
TXN018102,236.42,10,1,41,FR,Mobile,PayPal,277,1,0,0,0
TXN018103,79.23,9,1,30,US,Mobile,Bank Transfer,3180,4,0,0,0
TXN018104,25.69,21,0,60,UK,Mobile,Debit Card,1663,2,0,0,0
TXN018105,709.8,8,4,23,FR,Mobile,PayPal,591,4,0,0,0
TXN018106,110.81,20,5,51,CN,Desktop,Crypto,472,3,0,0,0
TXN018107,497.86,11,4,54,DE,Mobile,Credit Card,106,3,0,0,0
TXN018108,82.81,13,4,30,CN,Desktop,PayPal,2021,3,0,0,0
TXN018109,256.5,7,3,26,FR,Mobile,Crypto,1869,3,0,0,0
TXN018110,82.83,18,0,38,NG,Tablet,PayPal,1934,2,1,0,0
TXN018111,113.44,17,2,24,UK,Mobile,PayPal,768,1,0,0,0
TXN018112,98.1,17,3,18,NG,Mobile,Credit Card,3142,7,0,0,0
TXN018113,57.9,18,5,53,RU,Desktop,Crypto,362,4,0,0,0
TXN018114,24.23,14,2,32,RU,Mobile,Crypto,1088,8,0,0,0
TXN018115,106.21,8,2,21,VN,Desktop,Bank Transfer,900,1,0,0,0
TXN018116,316.45,16,0,70,CN,Desktop,Credit Card,1435,5,0,0,0
TXN018117,285.53,10,5,30,UK,Mobile,Credit Card,2364,3,1,0,0
TXN018118,25.0,8,6,40,CN,Desktop,PayPal,271,3,0,0,0
TXN018119,91.02,21,3,48,BR,Mobile,PayPal,1101,1,1,0,0
TXN018120,99.37,18,5,74,CN,Desktop,Debit Card,1937,3,0,0,0
TXN018121,90.03,14,3,53,RU,Mobile,PayPal,889,3,0,0,0
TXN018122,1229.96,10,3,68,US,Mobile,Debit Card,699,2,0,0,0
TXN018123,292.95,7,1,51,BR,Mobile,Debit Card,3088,2,0,0,0
TXN018124,680.63,15,5,57,VN,Mobile,PayPal,396,2,0,0,0
TXN018125,190.02,2,3,34,NG,Mobile,PayPal,34,8,0,0,1
TXN018126,74.2,8,5,46,NG,Mobile,PayPal,3513,5,0,0,0
TXN018127,66.53,21,0,37,FR,Desktop,Credit Card,1943,3,0,0,0
TXN018128,17.52,7,4,22,FR,Desktop,PayPal,2734,1,0,0,0
TXN018129,293.05,9,6,38,BR,Desktop,Credit Card,1248,3,0,1,0
TXN018130,1393.64,8,6,49,FR,Desktop,Credit Card,3474,1,1,0,0
TXN018131,12.06,19,1,59,FR,Mobile,Debit Card,2632,3,1,0,0
TXN018132,380.63,14,4,70,CN,Desktop,Bank Transfer,685,2,0,0,0
TXN018133,323.02,14,5,58,NG,Mobile,Debit Card,3282,2,0,0,0
TXN018134,105.19,8,5,48,VN,Mobile,Credit Card,3634,5,0,0,0
TXN018135,361.83,8,5,53,UK,Mobile,Credit Card,2794,1,0,0,0
TXN018136,118.89,11,6,45,BR,Mobile,Debit Card,1088,2,0,0,0
TXN018137,125.42,12,0,25,UK,Mobile,Debit Card,3404,4,0,0,0
TXN018138,31.65,7,4,69,BR,Mobile,PayPal,1774,5,0,0,0
TXN018139,23.6,13,2,28,US,Mobile,PayPal,1775,2,0,0,0
TXN018140,700.77,10,1,52,US,Mobile,Debit Card,327,1,0,0,0
TXN018141,55.54,9,2,62,FR,Mobile,Debit Card,2448,1,0,0,0
TXN018142,143.42,19,1,68,VN,Mobile,Debit Card,360,4,1,0,0
TXN018143,92.7,9,4,53,IN,Desktop,Debit Card,2370,2,0,0,0
TXN018144,69.87,21,6,45,NG,Desktop,Debit Card,2698,3,0,0,0
TXN018145,55.91,16,5,33,VN,Mobile,PayPal,2190,3,0,0,0
TXN018146,195.9,12,0,69,UK,Mobile,Credit Card,3502,2,0,0,0
TXN018147,431.02,1,5,18,FR,Mobile,Debit Card,19,7,0,1,1
TXN018148,25.63,14,6,73,DE,Mobile,Debit Card,3375,2,0,0,0
TXN018149,307.1,9,1,29,IN,Mobile,Bank Transfer,3434,7,0,0,0
TXN018150,40.67,13,6,57,US,Mobile,Credit Card,3316,2,0,0,0
TXN018151,199.98,12,4,29,DE,Mobile,Credit Card,2015,4,0,0,0
TXN018152,176.82,11,4,35,BR,Tablet,Bank Transfer,1251,4,1,0,0
TXN018153,640.72,5,0,21,FR,Desktop,Credit Card,35,5,0,1,1
TXN018154,354.41,19,0,33,VN,Tablet,Debit Card,1435,4,0,0,0
TXN018155,326.76,10,4,20,FR,Mobile,Crypto,2577,3,0,0,0
TXN018156,252.77,21,3,37,RU,Tablet,Debit Card,412,3,0,0,0
TXN018157,134.05,21,3,45,FR,Desktop,Credit Card,118,1,0,0,0
TXN018158,84.42,20,1,47,US,Mobile,Crypto,1982,2,0,0,0
TXN018159,133.9,10,5,60,VN,Mobile,Debit Card,71,2,0,0,0
TXN018160,64.67,13,2,69,UK,Mobile,Debit Card,3408,3,0,0,0
TXN018161,189.1,21,1,63,RU,Mobile,Credit Card,1059,2,0,0,0
TXN018162,36.23,13,1,21,BR,Desktop,Debit Card,839,5,0,0,0
TXN018163,1109.57,13,6,64,US,Mobile,Credit Card,1842,1,0,0,0
TXN018164,66.71,9,3,42,RU,Tablet,PayPal,3230,6,0,0,0
TXN018165,109.2,9,3,59,FR,Desktop,Credit Card,1610,5,0,0,0
TXN018166,90.59,18,1,52,CN,Mobile,Debit Card,1372,3,0,0,0
TXN018167,59.15,11,3,45,UK,Mobile,PayPal,3587,3,0,0,0
TXN018168,1152.86,23,2,27,US,Tablet,Credit Card,130,10,1,0,1
TXN018169,177.77,7,2,61,IN,Mobile,Credit Card,1335,1,0,0,0
TXN018170,219.05,10,6,66,VN,Mobile,Credit Card,793,3,1,0,0
TXN018171,49.9,19,0,42,DE,Mobile,Debit Card,1671,3,0,0,0
TXN018172,66.25,9,4,65,CN,Desktop,Credit Card,218,2,0,0,0
TXN018173,58.31,8,5,63,UK,Mobile,Credit Card,1866,6,0,0,0
TXN018174,591.26,10,0,45,US,Desktop,Debit Card,2213,4,0,0,0
TXN018175,67.29,7,6,47,NG,Tablet,Debit Card,3405,1,0,0,0
TXN018176,203.62,3,3,42,VN,Mobile,PayPal,134,11,1,1,1
TXN018177,78.15,19,5,25,BR,Tablet,Bank Transfer,2374,4,0,0,0
TXN018178,88.16,10,6,63,BR,Desktop,Credit Card,364,2,0,0,0
TXN018179,692.12,1,2,41,DE,Tablet,Credit Card,84,17,0,0,1
TXN018180,69.74,11,1,24,BR,Desktop,PayPal,3221,1,0,0,0
TXN018181,471.81,17,5,30,UK,Mobile,Debit Card,209,2,0,0,0
TXN018182,105.22,12,4,49,DE,Desktop,Credit Card,2539,3,0,0,0
TXN018183,59.32,17,1,44,IN,Desktop,Debit Card,1557,2,0,0,0
TXN018184,177.11,17,0,60,BR,Desktop,Debit Card,1795,7,0,0,0
TXN018185,45.86,18,4,61,CN,Mobile,Debit Card,1715,6,0,0,0
TXN018186,36.64,19,0,44,FR,Desktop,Debit Card,984,4,0,0,0
TXN018187,79.06,10,4,63,NG,Mobile,Credit Card,1529,1,0,0,0
TXN018188,123.36,14,3,25,UK,Mobile,Credit Card,3344,5,0,0,0
TXN018189,246.83,23,3,25,VN,Mobile,Credit Card,20,17,1,0,1
TXN018190,243.05,14,6,32,UK,Mobile,Credit Card,2868,2,1,0,0
TXN018191,1692.25,22,1,25,RU,Mobile,Crypto,29,19,1,0,1
TXN018192,103.14,16,4,34,RU,Desktop,Debit Card,2460,2,0,0,0
TXN018193,60.28,11,6,58,VN,Mobile,Bank Transfer,64,1,0,0,0
TXN018194,65.8,14,5,19,VN,Mobile,Bank Transfer,2178,4,0,0,0
TXN018195,145.02,19,2,68,UK,Desktop,Debit Card,3291,2,0,0,0
TXN018196,22.74,19,3,21,RU,Mobile,Credit Card,3032,2,0,0,0
TXN018197,14.17,10,1,20,US,Desktop,Credit Card,1091,2,0,0,0
TXN018198,90.46,20,2,67,UK,Mobile,Debit Card,2067,4,0,0,0
TXN018199,260.26,7,6,43,US,Mobile,Debit Card,153,5,0,0,0
TXN018200,365.89,11,5,33,NG,Mobile,Bank Transfer,1559,3,0,0,0
TXN018201,58.91,21,3,60,VN,Desktop,Debit Card,1202,7,0,0,0
TXN018202,157.5,17,1,49,FR,Desktop,Debit Card,978,3,1,0,0
TXN018203,111.74,16,4,72,CN,Desktop,Debit Card,3082,1,0,0,0
TXN018204,87.92,21,2,31,IN,Mobile,Credit Card,1677,10,0,0,0
TXN018205,250.79,21,5,25,US,Mobile,Credit Card,1225,1,0,0,0
TXN018206,109.91,20,3,42,IN,Mobile,Bank Transfer,700,3,0,0,0
TXN018207,71.92,9,5,22,RU,Mobile,Debit Card,1006,1,0,0,0
TXN018208,230.06,15,5,26,CN,Desktop,PayPal,438,4,0,0,0
TXN018209,43.59,12,3,41,DE,Desktop,Credit Card,3238,4,0,0,0
TXN018210,10.02,14,6,63,UK,Mobile,Credit Card,880,5,0,0,0
TXN018211,148.12,10,2,36,CN,Desktop,Bank Transfer,1159,4,0,0,0
TXN018212,2808.18,0,1,42,DE,Mobile,Crypto,3,9,1,0,1
TXN018213,25.14,19,5,63,IN,Desktop,Debit Card,44,6,0,0,0
TXN018214,19.88,17,2,30,VN,Mobile,PayPal,321,9,0,0,0
TXN018215,104.78,15,6,34,US,Mobile,Bank Transfer,3072,2,0,0,0
TXN018216,79.71,11,4,40,VN,Mobile,Debit Card,450,4,0,0,0
TXN018217,231.38,11,0,64,US,Desktop,Credit Card,2465,4,0,0,0
TXN018218,157.16,15,2,58,VN,Mobile,Debit Card,1069,1,0,0,0
TXN018219,118.87,10,6,44,UK,Mobile,Debit Card,1521,5,0,0,0
TXN018220,305.09,9,2,64,CN,Mobile,Crypto,866,2,0,0,0
TXN018221,98.45,20,2,55,DE,Mobile,PayPal,717,4,0,0,0
TXN018222,339.68,15,6,55,UK,Desktop,Debit Card,408,3,1,0,0
TXN018223,159.14,11,5,72,VN,Desktop,Bank Transfer,3247,1,0,0,0
TXN018224,105.69,16,3,65,IN,Desktop,PayPal,1715,2,0,0,0
TXN018225,233.86,10,4,34,UK,Mobile,Bank Transfer,247,1,0,0,0
TXN018226,90.25,19,2,44,FR,Mobile,Debit Card,3454,4,0,0,0
TXN018227,70.14,10,1,50,FR,Desktop,PayPal,1504,3,1,0,0
TXN018228,82.39,12,4,50,IN,Mobile,Credit Card,2386,4,0,0,0
TXN018229,45.12,15,2,51,RU,Mobile,Bank Transfer,712,8,0,0,0
TXN018230,93.21,15,1,25,CN,Mobile,PayPal,1349,3,0,0,0
TXN018231,83.55,9,5,26,US,Desktop,Debit Card,1408,1,0,0,0
TXN018232,431.47,16,1,24,FR,Mobile,Debit Card,2582,4,0,0,0
TXN018233,123.86,21,0,48,FR,Mobile,Credit Card,3197,4,0,0,0
TXN018234,243.21,15,0,64,UK,Desktop,Credit Card,885,2,0,0,0
TXN018235,74.94,18,0,52,US,Mobile,PayPal,393,1,0,0,0
TXN018236,79.32,19,4,55,UK,Desktop,Debit Card,52,3,0,0,0
TXN018237,112.55,21,5,26,US,Tablet,Crypto,2689,5,0,0,0
TXN018238,241.08,8,4,20,CN,Mobile,Debit Card,3002,3,0,0,0
TXN018239,82.07,14,0,65,NG,Mobile,Bank Transfer,3316,1,0,0,0
TXN018240,191.35,7,6,30,NG,Desktop,Credit Card,2133,6,0,0,0
TXN018241,84.58,7,5,18,BR,Mobile,Credit Card,1311,3,1,0,0
TXN018242,425.96,10,1,45,VN,Mobile,Credit Card,2921,3,0,0,0
TXN018243,563.17,18,0,29,NG,Mobile,PayPal,1858,3,0,0,0
TXN018244,249.8,17,1,39,VN,Desktop,Credit Card,2201,2,1,0,0
TXN018245,122.61,12,1,67,VN,Mobile,Debit Card,1747,2,0,0,0
TXN018246,138.53,15,6,45,CN,Desktop,Credit Card,1836,2,1,0,0
TXN018247,155.4,19,5,24,UK,Mobile,PayPal,2681,2,0,0,0
TXN018248,184.39,18,6,37,UK,Desktop,PayPal,3009,2,0,0,0
TXN018249,509.63,23,0,44,DE,Tablet,Crypto,135,14,1,0,1
TXN018250,84.57,11,1,24,VN,Mobile,Bank Transfer,3393,5,0,0,0
TXN018251,46.46,10,2,42,FR,Desktop,Credit Card,2238,3,0,0,0
TXN018252,76.71,18,5,48,BR,Mobile,PayPal,672,8,0,0,0
TXN018253,192.62,14,4,47,IN,Desktop,Credit Card,1501,2,0,0,0
TXN018254,193.12,8,6,40,DE,Desktop,Credit Card,608,1,0,0,0
TXN018255,360.1,1,3,40,DE,Desktop,Credit Card,91,12,1,0,1
TXN018256,63.39,7,1,39,IN,Desktop,Debit Card,1328,1,0,0,0
TXN018257,118.71,18,6,57,BR,Mobile,Credit Card,3617,1,0,0,0
TXN018258,72.76,11,6,41,US,Desktop,Bank Transfer,310,5,0,0,0
TXN018259,330.17,7,2,39,RU,Mobile,Debit Card,2069,2,0,0,0
TXN018260,351.81,13,6,47,FR,Mobile,Debit Card,1741,2,0,0,0
TXN018261,149.38,13,4,33,VN,Mobile,Bank Transfer,3337,1,0,0,0
TXN018262,69.98,16,5,54,BR,Mobile,Credit Card,2325,1,0,0,0
TXN018263,7.96,11,1,68,CN,Desktop,Bank Transfer,3002,3,1,0,0
TXN018264,34.83,11,4,70,UK,Mobile,Credit Card,3343,2,0,0,0
TXN018265,52.47,14,1,35,IN,Mobile,Debit Card,3291,1,0,0,0
TXN018266,237.96,16,6,62,CN,Tablet,Debit Card,1799,4,0,0,0
TXN018267,403.75,8,2,64,RU,Mobile,Crypto,800,2,0,0,0
TXN018268,534.61,7,6,44,IN,Mobile,Credit Card,3044,5,0,0,0
TXN018269,25.33,12,5,57,DE,Desktop,Credit Card,3345,3,0,1,0
TXN018270,61.5,13,5,58,US,Mobile,PayPal,2232,2,0,0,0
TXN018271,58.39,17,1,42,CN,Mobile,Crypto,3297,2,0,0,0
TXN018272,488.82,3,2,28,IN,Desktop,Bank Transfer,39,13,1,0,1
TXN018273,212.25,21,3,24,RU,Mobile,Credit Card,1578,2,0,0,0
TXN018274,48.06,15,3,65,UK,Mobile,Bank Transfer,1296,1,1,0,0
TXN018275,58.84,21,1,23,US,Desktop,Credit Card,1542,2,0,0,0
TXN018276,82.12,14,0,35,FR,Tablet,PayPal,891,2,0,0,0
TXN018277,81.51,17,6,42,RU,Desktop,Debit Card,1631,4,0,0,0
TXN018278,153.64,19,3,23,BR,Mobile,PayPal,1378,4,0,0,0
TXN018279,273.85,17,4,25,BR,Mobile,PayPal,3427,3,0,0,0
TXN018280,36.95,18,5,74,FR,Desktop,Credit Card,1006,2,0,0,0
TXN018281,46.22,20,6,57,IN,Mobile,Credit Card,2131,3,0,0,0
TXN018282,487.21,10,2,61,UK,Desktop,Debit Card,606,4,0,0,0
TXN018283,44.37,13,4,24,BR,Desktop,Debit Card,3581,1,0,0,0
TXN018284,132.26,21,0,27,CN,Mobile,Crypto,1288,3,0,0,0
TXN018285,27.6,7,5,55,CN,Mobile,Debit Card,683,3,0,0,0
TXN018286,114.36,17,3,63,UK,Mobile,Debit Card,1155,3,0,0,0
TXN018287,113.27,9,6,23,IN,Mobile,Credit Card,3431,1,0,0,0
TXN018288,58.94,18,4,32,FR,Mobile,Bank Transfer,1345,3,0,0,0
TXN018289,113.51,15,1,26,UK,Desktop,PayPal,1210,3,0,0,0
TXN018290,175.61,14,1,65,FR,Desktop,Credit Card,3420,3,0,0,0
TXN018291,80.38,9,6,61,UK,Tablet,Bank Transfer,819,3,0,0,0
TXN018292,296.15,13,2,60,BR,Mobile,PayPal,3262,2,1,0,0
TXN018293,535.21,11,2,20,UK,Mobile,Credit Card,719,5,0,0,0
TXN018294,94.48,18,4,60,IN,Desktop,Credit Card,2928,6,0,0,0
TXN018295,63.46,20,2,56,RU,Mobile,Debit Card,517,6,0,0,0
TXN018296,61.99,12,5,62,CN,Mobile,Debit Card,1554,1,0,0,0
TXN018297,25.21,7,6,54,NG,Mobile,Debit Card,3614,3,0,0,0
TXN018298,45.15,18,4,39,DE,Mobile,PayPal,1297,4,0,0,0
TXN018299,98.38,21,3,33,CN,Mobile,PayPal,3481,3,0,0,0
TXN018300,187.39,19,5,73,UK,Desktop,Debit Card,2072,3,0,0,0
TXN018301,73.06,15,2,51,CN,Tablet,PayPal,3250,3,0,0,0
TXN018302,58.52,20,6,48,FR,Desktop,Debit Card,181,4,0,0,0
TXN018303,16.85,20,2,71,US,Desktop,Credit Card,2317,3,0,0,0
TXN018304,637.49,9,0,33,FR,Mobile,PayPal,2993,5,0,1,0
TXN018305,737.17,11,4,22,CN,Mobile,Credit Card,1617,2,0,0,0
TXN018306,33.07,21,5,74,VN,Desktop,PayPal,1786,3,0,0,0
TXN018307,111.57,13,0,68,VN,Mobile,Credit Card,3278,2,0,0,0
TXN018308,204.19,7,6,70,CN,Desktop,Credit Card,3503,2,0,0,0
TXN018309,80.2,8,6,47,DE,Mobile,Credit Card,1893,3,0,0,0
TXN018310,174.21,7,6,35,FR,Mobile,Crypto,2661,1,0,0,0
TXN018311,15.54,18,5,46,VN,Desktop,Debit Card,327,3,0,0,0
TXN018312,30.68,19,4,24,NG,Mobile,Credit Card,3391,3,1,0,0
TXN018313,203.38,14,6,71,BR,Tablet,Bank Transfer,2732,2,1,0,0
TXN018314,321.3,16,4,39,CN,Mobile,Credit Card,3489,2,0,0,0
TXN018315,34.66,10,4,57,BR,Mobile,PayPal,3222,6,0,0,0
TXN018316,593.24,7,3,32,BR,Mobile,Bank Transfer,177,4,0,0,0
TXN018317,39.49,17,6,20,DE,Tablet,Credit Card,1029,3,1,0,0
TXN018318,65.77,7,1,49,IN,Mobile,Bank Transfer,2473,1,0,0,0
TXN018319,191.9,19,1,47,IN,Mobile,Credit Card,2515,6,1,0,0
TXN018320,149.72,12,4,51,DE,Mobile,Credit Card,3262,2,0,0,0
TXN018321,59.61,19,6,52,FR,Desktop,Credit Card,1321,5,0,0,0
TXN018322,278.43,8,5,57,BR,Mobile,PayPal,1378,1,0,0,0
TXN018323,134.94,15,3,30,FR,Desktop,Debit Card,3621,4,0,0,0
TXN018324,177.24,13,1,73,BR,Mobile,Bank Transfer,557,4,0,0,0
